"family","genus"
"Sapindaceae","Llagunoa"
"Sapindaceae","Lophostigma"
"Sapindaceae","Loxodiscus"
"Sapindaceae","Lychnodiscus"
"Sapindaceae","Macphersonia"
"Sapindaceae","Magonia"
"Sapindaceae","Majidea"
"Sapindaceae","Matayba"
"Sapindaceae","Melicoccus"
"Sapindaceae","Mischarytera"
"Sapindaceae","Mischocarpus"
"Sapindaceae","Molinaea"
"Sapindaceae","Neotina"
"Sapindaceae","Nephelium"
"Sapindaceae","Otonephelium"
"Sapindaceae","Pancovia"
"Sapindaceae","Pappea"
"Sapindaceae","Paranephelium"
"Sapindaceae","Paullinia"
"Sapindaceae","Pavieasia"
"Sapindaceae","Pentascyphus"
"Sapindaceae","Phyllotrichum"
"Sapindaceae","Placodiscus"
"Sapindaceae","Plagioscyphus"
"Sapindaceae","Podonephelium"
"Sapindaceae","Pometia"
"Sapindaceae","Porocystis"
"Sapindaceae","Pseudima"
"Sapindaceae","Pseudopancovia"
"Sapindaceae","Pseudopteris"
"Sapindaceae","Radlkofera"
"Sapindaceae","Rhysotoechia"
"Sapindaceae","Sapindus"
"Sapindaceae","Sarcopteryx"
"Sapindaceae","Sarcotoechia"
"Sapindaceae","Schleichera"
"Sapindaceae","Scyphonychium"
"Sapindaceae","Serjania"
"Sapindaceae","Sisyrolepis"
"Sapindaceae","Smelophyllum"
"Sapindaceae","Stadmania"
"Sapindaceae","Stocksia"
"Sapindaceae","Storthocalyx"
"Sapindaceae","Synima"
"Sapindaceae","Talisia"
"Sapindaceae","Thinouia"
"Sapindaceae","Thouinia"
"Sapindaceae","Thouinidium"
"Sapindaceae","Tina"
"Sapindaceae","Tinopsis"
"Sapindaceae","Toechima"
"Sapindaceae","Toulicia"
"Sapindaceae","Trigonachras"
"Sapindaceae","Tripterodendron"
"Sapindaceae","Tristira"
"Sapindaceae","Tristiropsis"
"Sapindaceae","Tsingya"
"Sapindaceae","Ungnadia"
"Sapindaceae","Urvillea"
"Sapindaceae","Vouarana"
"Sapindaceae","Xanthoceras"
"Sapindaceae","Xerospermum"
"Sapindaceae","Zanha"
"Sapindaceae","Zollingeria"
"Rutaceae","×Citremocitrus"
"Rutaceae","×Citrofortunella"
"Rutaceae","×Citromicrocitrus"
"Rutaceae","×Citroncirus"
"Rutaceae","×Coleara"
"Rutaceae","×Fortucitrocirus"
"Rutaceae","×Microcirus"
"Rutaceae","×Microcitronella"
"Rutaceae","×Microfortunella"
"Rutaceae","Achuaria"
"Rutaceae","Acmadenia"
"Rutaceae","Acradenia"
"Rutaceae","Acronychia"
"Rutaceae","Adenandra"
"Rutaceae","Adiscanthus"
"Rutaceae","Aegle"
"Rutaceae","Aeglopsis"
"Rutaceae","Afraegle"
"Rutaceae","Agathosma"
"Rutaceae","Almeidea"
"Rutaceae","Amyris"
"Rutaceae","Andreadoxa"
"Rutaceae","Angostura"
"Rutaceae","Apocaulon"
"Rutaceae","Asterolasia"
"Rutaceae","Atalantia"
"Rutaceae","Balfourodendron"
"Rutaceae","Balsamocitrus"
"Rutaceae","Bergera"
"Rutaceae","Boenninghausenia"
"Rutaceae","Boninia"
"Rutaceae","Boronia"
"Rutaceae","Bosistoa"
"Rutaceae","Bottegoa"
"Rutaceae","Bouchardatia"
"Rutaceae","Bouzetia"
"Rutaceae","Brombya"
"Rutaceae","Burkillanthus"
"Rutaceae","Calodendrum"
"Rutaceae","Casimiroa"
"Rutaceae","Cedrelopsis"
"Rutaceae","Chloroxylon"
"Rutaceae","Choisya"
"Rutaceae","Chorilaena"
"Rutaceae","Citropsis"
"Rutaceae","Citrus"
"Rutaceae","Clausena"
"Rutaceae","Cneoridium"
"Rutaceae","Cneorum"
"Rutaceae","Coleonema"
"Rutaceae","Comptonella"
"Rutaceae","Conchocarpus"
"Rutaceae","Correa"
"Rutaceae","Crossosperma"
"Rutaceae","Crowea"
"Rutaceae","Decagonocarpus"
"Rutaceae","Decatropis"
"Rutaceae","Decazyx"
"Rutaceae","Desmotes"
"Rutaceae","Dictamnus"
"Rutaceae","Dictyoloma"
"Rutaceae","Dinosperma"
"Rutaceae","Diosma"
"Rutaceae","Diplolaena"
"Rutaceae","Drummondita"
"Rutaceae","Dutailliopsis"
"Rutaceae","Dutaillyea"
"Rutaceae","Empleuridium"
"Rutaceae","Empleurum"
"Rutaceae","Eriostemon"
"Rutaceae","Ertela"
"Rutaceae","Erythrochiton"
"Rutaceae","Esenbeckia"
"Rutaceae","Euchaetis"
"Rutaceae","Euodia"
"Rutaceae","Euxylophora"
"Rutaceae","Evodiella"
"Rutaceae","Fagaropsis"
"Rutaceae","Flindersia"
"Rutaceae","Fortunella"
"Rutaceae","Galipea"
"Rutaceae","Geijera"
"Rutaceae","Geleznowia"
"Rutaceae","Glycosmis"
"Rutaceae","Halfordia"
"Rutaceae","Haplophyllum"
"Rutaceae","Harrisonia"
"Rutaceae","Helietta"
"Rutaceae","Hortia"
"Rutaceae","Ivodea"
"Rutaceae","Kodalyodendron"
"Rutaceae","Leionema"
"Rutaceae","Leptothyrsa"
"Rutaceae","Limnocitrus"
"Rutaceae","Limonia"
"Rutaceae","Lubaria"
"Rutaceae","Lunasia"
"Rutaceae","Luvunga"
"Rutaceae","Maclurodendron"
"Rutaceae","Macrostylis"
"Rutaceae","Medicosma"
"Rutaceae","Megastigma"
"Rutaceae","Melicope"
"Rutaceae","Merope"
"Rutaceae","Merrillia"
"Rutaceae","Metrodorea"
"Rutaceae","Microcybe"
"Rutaceae","Micromelum"
"Rutaceae","Monanthocitrus"
"Rutaceae","Muiriantha"
"Rutaceae","Murraya"
"Rutaceae","Myrtopsis"
"Rutaceae","Naringi"
"Rutaceae","Naudinia"
"Rutaceae","Nematolepis"
"Rutaceae","Neobyrnesia"
"Rutaceae","Neoraputia"
"Rutaceae","Neoschmidia"
"Rutaceae","Nycticalanthus"
"Rutaceae","Oriciopsis"
"Rutaceae","Orixa"
"Rutaceae","Pamburus"
"Rutaceae","Paramignya"
"Rutaceae","Pelea"
"Rutaceae","Peltostigma"
"Rutaceae","Pentaceras"
"Rutaceae","Perryodendron"
"Rutaceae","Phebalium"
"Rutaceae","Phellodendron"
"Rutaceae","Philotheca"
"Rutaceae","Phyllosma"
"Rutaceae","Picrella"
"Rutaceae","Pilocarpus"
"Rutaceae","Pitavia"
"Rutaceae","Pitaviaster"
"Rutaceae","Platydesma"
"Rutaceae","Pleiospermium"
"Rutaceae","Plethadenia"
"Rutaceae","Polyaster"
"Rutaceae","Pseudiosma"
"Rutaceae","Psilopeganum"
"Rutaceae","Ptaeroxylon"
"Rutaceae","Ptelea"
"Rutaceae","Raputia"
"Rutaceae","Raputiarana"
"Rutaceae","Raulinoa"
"Rutaceae","Ravenia"
"Rutaceae","Raveniopsis"
"Rutaceae","Rhadinothamnus"
"Rutaceae","Ruta"
"Rutaceae","Rutaneblina"
"Rutaceae","Sarcomelicope"
"Rutaceae","Severinia"
"Rutaceae","Sheilanthera"
"Rutaceae","Sigmatanthus"
"Rutaceae","Skimmia"
"Rutaceae","Spathelia"
"Rutaceae","Spiranthera"
"Rutaceae","Stauranthus"
"Rutaceae","Swinglea"
"Rutaceae","Taravalia"
"Rutaceae","Tetractomia"
"Rutaceae","Tetradium"
"Rutaceae","Thamnosma"
"Rutaceae","Ticorea"
"Rutaceae","Toddalia"
"Rutaceae","Toxosiphon"
"Rutaceae","Tractocopevodia"
"Rutaceae","Triphasia"
"Rutaceae","Vepris"
"Rutaceae","Wenzelia"
"Rutaceae","Zanthoxylum"
"Rutaceae","Zieria"
"Simaroubaceae","Ailanthus"
"Simaroubaceae","Brucea"
"Simaroubaceae","Castela"
"Simaroubaceae","Eurycoma"
"Simaroubaceae","Gymnostemon"
"Simaroubaceae","Holacantha"
"Simaroubaceae","Iridosma"
"Simaroubaceae","Leitneria"
"Simaroubaceae","Nothospondias"
"Simaroubaceae","Perriera"
"Simaroubaceae","Picrasma"
"Simaroubaceae","Picrolemma"
"Simaroubaceae","Quassia"
"Simaroubaceae","Simarouba"
"Simaroubaceae","Soulamea"
"Meliaceae","Aglaia"
"Meliaceae","Anthocarapa"
"Meliaceae","Aphanamixis"
"Meliaceae","Astrotrichilia"
"Meliaceae","Azadirachta"
"Meliaceae","Cabralea"
"Meliaceae","Calodecaryia"
"Meliaceae","Capuronianthus"
"Meliaceae","Carapa"
"Meliaceae","Cedrela"
"Meliaceae","Chisocheton"
"Meliaceae","Chukrasia"
"Meliaceae","Cipadessa"
"Meliaceae","Dysoxylum"
"Meliaceae","Ekebergia"
"Meliaceae","Entandrophragma"
"Meliaceae","Guarea"
"Meliaceae","Heckeldora"
"Meliaceae","Humbertioturraea"
"Meliaceae","Khaya"
"Meliaceae","Lansium"
"Meliaceae","Lepidotrichilia"
"Meliaceae","Lovoa"
"Meliaceae","Malleastrum"
"Meliaceae","Melia"
"Meliaceae","Munronia"
"Meliaceae","Neobeguea"
"Meliaceae","Nymania"
"Meliaceae","Owenia"
"Meliaceae","Pseudobersama"
"Meliaceae","Pseudocedrela"
"Meliaceae","Pterorhachis"
"Meliaceae","Reinwardtiodendron"
"Meliaceae","Ruagea"
"Meliaceae","Sandoricum"
"Meliaceae","Schmardaea"
"Meliaceae","Soymida"
"Meliaceae","Sphaerosacme"
"Meliaceae","Swietenia"
"Meliaceae","Synoum"
"Meliaceae","Toona"
"Meliaceae","Trichilia"
"Meliaceae","Turraea"
"Meliaceae","Turraeanthus"
"Meliaceae","Vavaea"
"Meliaceae","Walsura"
"Meliaceae","Xylocarpus"
"Cytinaceae","Bdallophytum"
"Cytinaceae","Cytinus"
"Muntingiaceae","Dicraspidia"
"Muntingiaceae","Muntingia"
"Muntingiaceae","Neotessmannia"
"Neuradaceae","Grielum"
"Neuradaceae","Neurada"
"Neuradaceae","Neuradopsis"
"Malvaceae","Abelmoschus"
"Malvaceae","Abroma"
"Malvaceae","Abutilon"
"Malvaceae","Acaulimalva"
"Malvaceae","Acropogon"
"Malvaceae","Adansonia"
"Malvaceae","Aguiaria"
"Malvaceae","Akrosida"
"Malvaceae","Alcea"
"Malvaceae","Allosidastrum"
"Malvaceae","Allowissadula"
"Malvaceae","Althaea"
"Malvaceae","Alyogyne"
"Malvaceae","Ancistrocarpus"
"Malvaceae","Anisodontea"
"Malvaceae","Anoda"
"Malvaceae","Anotea"
"Malvaceae","Apeiba"
"Malvaceae","Asterotrichion"
"Malvaceae","Astiria"
"Malvaceae","Ayenia"
"Malvaceae","Bakeridesia"
"Malvaceae","Bastardia"
"Malvaceae","Bastardiastrum"
"Malvaceae","Bastardiopsis"
"Malvaceae","Batesimalva"
"Malvaceae","Bernoullia"
"Malvaceae","Berrya"
"Malvaceae","Billieturnera"
"Malvaceae","Bombax"
"Malvaceae","Brachychiton"
"Malvaceae","Briquetia"
"Malvaceae","Brownlowia"
"Malvaceae","Burretiodendron"
"Malvaceae","Byttneria"
"Malvaceae","Callianthe"
"Malvaceae","Callirhoe"
"Malvaceae","Calyculogygas"
"Malvaceae","Calyptraemalva"
"Malvaceae","Carpodiptera"
"Malvaceae","Catostemma"
"Malvaceae","Cavanillesia"
"Malvaceae","Ceiba"
"Malvaceae","Cephalohibiscus"
"Malvaceae","Cheirolaena"
"Malvaceae","Chiranthodendron"
"Malvaceae","Christiana"
"Malvaceae","Cienfuegosia"
"Malvaceae","Clappertonia"
"Malvaceae","Coelostegia"
"Malvaceae","Cola"
"Malvaceae","Colona"
"Malvaceae","Commersonia"
"Malvaceae","Corchoropsis"
"Malvaceae","Corchorus"
"Malvaceae","Corynabutilon"
"Malvaceae","Craigia"
"Malvaceae","Cristaria"
"Malvaceae","Cullenia"
"Malvaceae","Dendrosida"
"Malvaceae","Desplatsia"
"Malvaceae","Dicarpidium"
"Malvaceae","Diplodiscus"
"Malvaceae","Dirhamphis"
"Malvaceae","Dombeya"
"Malvaceae","Duboscia"
"Malvaceae","Durio"
"Malvaceae","Eleutherostylis"
"Malvaceae","Entelea"
"Malvaceae","Eremalche"
"Malvaceae","Erinocarpus"
"Malvaceae","Eriolaena"
"Malvaceae","Eriotheca"
"Malvaceae","Firmiana"
"Malvaceae","Franciscodendron"
"Malvaceae","Fremontodendron"
"Malvaceae","Fryxellia"
"Malvaceae","Fuertesimalva"
"Malvaceae","Gaya"
"Malvaceae","Glossostemon"
"Malvaceae","Glyphaea"
"Malvaceae","Goethalsia"
"Malvaceae","Gossypioides"
"Malvaceae","Gossypium"
"Malvaceae","Grewia"
"Malvaceae","Guazuma"
"Malvaceae","Guichenotia"
"Malvaceae","Gyranthera"
"Malvaceae","Hampea"
"Malvaceae","Hannafordia"
"Malvaceae","Harmsia"
"Malvaceae","Helicteres"
"Malvaceae","Heliocarpus"
"Malvaceae","Helmiopsiella"
"Malvaceae","Helmiopsis"
"Malvaceae","Herissantia"
"Malvaceae","Heritiera"
"Malvaceae","Hermannia"
"Malvaceae","Herrania"
"Malvaceae","Hibiscadelphus"
"Malvaceae","Hibiscus"
"Malvaceae","Hildegardia"
"Malvaceae","Hochreutinera"
"Malvaceae","Hoheria"
"Malvaceae","Horsfordia"
"Malvaceae","Howittia"
"Malvaceae","Huberodendron"
"Malvaceae","Humbertianthus"
"Malvaceae","Humbertiella"
"Malvaceae","Hydrogaster"
"Malvaceae","Iliamna"
"Malvaceae","Indagator"
"Malvaceae","Jarandersonia"
"Malvaceae","Jumelleanthus"
"Malvaceae","Kearnemalvastrum"
"Malvaceae","Keraudrenia"
"Malvaceae","Kitaibela"
"Malvaceae","Kleinhovia"
"Malvaceae","Kokia"
"Malvaceae","Kosteletzkya"
"Malvaceae","Kostermansia"
"Malvaceae","Krapovickasia"
"Malvaceae","Lagunaria"
"Malvaceae","Lasiopetalum"
"Malvaceae","Lavatera"
"Malvaceae","Lawrencia"
"Malvaceae","Lebronnecia"
"Malvaceae","Lecanophora"
"Malvaceae","Leptonychia"
"Malvaceae","Lopimia"
"Malvaceae","Luehea"
"Malvaceae","Lueheopsis"
"Malvaceae","Lysiosepalum"
"Malvaceae","Malachra"
"Malvaceae","Malacothamnus"
"Malvaceae","Malope"
"Malvaceae","Malva"
"Malvaceae","Malvastrum"
"Malvaceae","Malvaviscus"
"Malvaceae","Malvella"
"Malvaceae","Mansonia"
"Malvaceae","Matisia"
"Malvaceae","Maxwellia"
"Malvaceae","Megatritheca"
"Malvaceae","Megistostegium"
"Malvaceae","Melhania"
"Malvaceae","Melochia"
"Malvaceae","Meximalva"
"Malvaceae","Modiola"
"Malvaceae","Modiolastrum"
"Malvaceae","Mollia"
"Malvaceae","Monteiroa"
"Malvaceae","Mortoniodendron"
"Malvaceae","Napaea"
"Malvaceae","Neesia"
"Malvaceae","Neobaclea"
"Malvaceae","Neobrittonia"
"Malvaceae","Neobuchia"
"Malvaceae","Neoregnellia"
"Malvaceae","Nesogordonia"
"Malvaceae","Nototriche"
"Malvaceae","Ochroma"
"Malvaceae","Octolobus"
"Malvaceae","Pachira"
"Malvaceae","Palaua"
"Malvaceae","Paradombeya"
"Malvaceae","Paramelhania"
"Malvaceae","Patinoa"
"Malvaceae","Pavonia"
"Malvaceae","Peltaea"
"Malvaceae","Pentace"
"Malvaceae","Pentapetes"
"Malvaceae","Pentaplaris"
"Malvaceae","Periptera"
"Malvaceae","Perrierophytum"
"Malvaceae","Phragmotheca"
"Malvaceae","Phymosia"
"Malvaceae","Physodium"
"Malvaceae","Pityranthe"
"Malvaceae","Plagianthus"
"Malvaceae","Pseudabutilon"
"Malvaceae","Pseudobombax"
"Malvaceae","Pseudocorchorus"
"Malvaceae","Pterocymbium"
"Malvaceae","Pterospermum"
"Malvaceae","Pterygota"
"Malvaceae","Quararibea"
"Malvaceae","Radyera"
"Malvaceae","Rayleya"
"Malvaceae","Reevesia"
"Malvaceae","Rhynchosida"
"Malvaceae","Ripariosida"
"Malvaceae","Robinsonella"
"Malvaceae","Ruizia"
"Malvaceae","Rulingia"
"Malvaceae","Scaphium"
"Malvaceae","Scaphopetalum"
"Malvaceae","Schoutenia"
"Malvaceae","Scleronema"
"Malvaceae","Septotheca"
"Malvaceae","Seringia"
"Malvaceae","Sicrea"
"Malvaceae","Sida"
"Malvaceae","Sidalcea"
"Malvaceae","Sidasodes"
"Malvaceae","Sidastrum"
"Malvaceae","Sparrmannia"
"Malvaceae","Sphaeralcea"
"Malvaceae","Spirotheca"
"Malvaceae","Sterculia"
"Malvaceae","Symphyochlamys"
"Malvaceae","Talipariti"
"Malvaceae","Tarasa"
"Malvaceae","Tetralix"
"Malvaceae","Tetrasida"
"Malvaceae","Theobroma"
"Malvaceae","Thespesia"
"Malvaceae","Thomasia"
"Malvaceae","Tilia"
"Malvaceae","Trichospermum"
"Malvaceae","Triplochiton"
"Malvaceae","Triumfetta"
"Malvaceae","Trochetia"
"Malvaceae","Trochetiopsis"
"Malvaceae","Uladendron"
"Malvaceae","Ungeria"
"Malvaceae","Urena"
"Malvaceae","Vasivaea"
"Malvaceae","Veeresia"
"Malvaceae","Waltheria"
"Malvaceae","Wercklea"
"Malvaceae","Wissadula"
"Sphaerosepalaceae","Dialyceras"
"Sphaerosepalaceae","Rhopalocarpus"
"Thymelaeaceae","Aetoxylon"
"Thymelaeaceae","Amyxa"
"Thymelaeaceae","Aquilaria"
"Thymelaeaceae","Arnhemia"
"Thymelaeaceae","Atemnosiphon"
"Thymelaeaceae","Craterosiphon"
"Thymelaeaceae","Cryptadenia"
"Thymelaeaceae","Dais"
"Thymelaeaceae","Daphne"
"Thymelaeaceae","Daphnimorpha"
"Thymelaeaceae","Daphnopsis"
"Thymelaeaceae","Deltaria"
"Thymelaeaceae","Diarthron"
"Thymelaeaceae","Dicranolepis"
"Thymelaeaceae","Dirca"
"Thymelaeaceae","Drapetes"
"Thymelaeaceae","Edgeworthia"
"Thymelaeaceae","Enkleia"
"Thymelaeaceae","Funifera"
"Thymelaeaceae","Gnidia"
"Thymelaeaceae","Gonystylus"
"Thymelaeaceae","Goodallia"
"Thymelaeaceae","Gyrinops"
"Thymelaeaceae","Jedda"
"Thymelaeaceae","Lachnaea"
"Thymelaeaceae","Lagetta"
"Thymelaeaceae","Lasiadenia"
"Thymelaeaceae","Lethedon"
"Thymelaeaceae","Linodendron"
"Thymelaeaceae","Linostoma"
"Thymelaeaceae","Lophostoma"
"Thymelaeaceae","Octolepis"
"Thymelaeaceae","Oreodendron"
"Thymelaeaceae","Ovidia"
"Thymelaeaceae","Passerina"
"Thymelaeaceae","Peddiea"
"Thymelaeaceae","Phaleria"
"Thymelaeaceae","Pimelea"
"Thymelaeaceae","Schoenobiblus"
"Thymelaeaceae","Solmsia"
"Thymelaeaceae","Stellera"
"Thymelaeaceae","Stephanodaphne"
"Thymelaeaceae","Struthiola"
"Thymelaeaceae","Synandrodaphne"
"Thymelaeaceae","Synaptolepis"
"Thymelaeaceae","Tepuianthus"
"Thymelaeaceae","Thymelaea"
"Thymelaeaceae","Wikstroemia"
"Bixaceae","Amoreuxia"
"Bixaceae","Bixa"
"Bixaceae","Cochlospermum"
"Bixaceae","Diegodendron"
"Cistaceae","×Halimiocistus"
"Cistaceae","Cistus"
"Cistaceae","Crocanthemum"
"Cistaceae","Fumana"
"Cistaceae","Halimium"
"Cistaceae","Helianthemum"
"Cistaceae","Hudsonia"
"Cistaceae","Lechea"
"Cistaceae","Pakaraimaea"
"Cistaceae","Tuberaria"
"Sarcolaenaceae","Eremolaena"
"Sarcolaenaceae","Leptolaena"
"Sarcolaenaceae","Mediusella"
"Sarcolaenaceae","Pentachlaena"
"Sarcolaenaceae","Perrierodendron"
"Sarcolaenaceae","Rhodolaena"
"Sarcolaenaceae","Sarcolaena"
"Sarcolaenaceae","Schizolaena"
"Sarcolaenaceae","Xerochlamys"
"Sarcolaenaceae","Xyloolaena"
"Dipterocarpaceae","Anisoptera"
"Dipterocarpaceae","Cotylelobium"
"Dipterocarpaceae","Dipterocarpus"
"Dipterocarpaceae","Dryobalanops"
"Dipterocarpaceae","Hopea"
"Dipterocarpaceae","Marquesia"
"Dipterocarpaceae","Monotes"
"Dipterocarpaceae","Neobalanocarpus"
"Dipterocarpaceae","Parashorea"
"Dipterocarpaceae","Pseudomonotes"
"Dipterocarpaceae","Shorea"
"Dipterocarpaceae","Stemonoporus"
"Dipterocarpaceae","Upuna"
"Dipterocarpaceae","Vateria"
"Dipterocarpaceae","Vateriopsis"
"Dipterocarpaceae","Vatica"
"Akaniaceae","Akania"
"Akaniaceae","Bretschneidera"
"Tropaeolaceae","Tropaeolum"
"Moringaceae","Moringa"
"Caricaceae","Carica"
"Caricaceae","Cylicomorpha"
"Caricaceae","Horovitzia"
"Caricaceae","Jacaratia"
"Caricaceae","Jarilla"
"Caricaceae","Vasconcellea"
"Limnanthaceae","Floerkea"
"Limnanthaceae","Limnanthes"
"Setchellanthaceae","Setchellanthus"
"Koeberliniaceae","Koeberlinia"
"Bataceae","Batis"
"Salvadoraceae","Azima"
"Salvadoraceae","Dobera"
"Salvadoraceae","Salvadora"
"Emblingiaceae","Emblingia"
"Tovariaceae","Tovaria"
"Pentadiplandraceae","Pentadiplandra"
"Gyrostemonaceae","Codonocarpus"
"Gyrostemonaceae","Cypselocarpus"
"Gyrostemonaceae","Gyrostemon"
"Gyrostemonaceae","Tersonia"
"Gyrostemonaceae","Walteranthus"
"Resedaceae","Borthwickia"
"Resedaceae","Caylusea"
"Resedaceae","Forchhammeria"
"Resedaceae","Ochradenus"
"Resedaceae","Oligomeris"
"Resedaceae","Randonia"
"Resedaceae","Reseda"
"Resedaceae","Sesamoides"
"Resedaceae","Stixis"
"Resedaceae","Tirania"
"Capparaceae","Apophyllum"
"Capparaceae","Atamisquea"
"Capparaceae","Bachmannia"
"Capparaceae","Belencita"
"Capparaceae","Boscia"
"Capparaceae","Buchholzia"
"Capparaceae","Cadaba"
"Capparaceae","Caphexandra"
"Capparaceae","Capparidastrum"
"Capparaceae","Capparis"
"Capparaceae","Cladostemon"
"Capparaceae","Crateva"
"Capparaceae","Cynophalla"
"Capparaceae","Dhofaria"
"Capparaceae","Dipterygium"
"Capparaceae","Euadenia"
"Capparaceae","Maerua"
"Capparaceae","Morisonia"
"Capparaceae","Neothorelia"
"Capparaceae","Poilanedora"
"Capparaceae","Puccionia"
"Capparaceae","Quadrella"
"Capparaceae","Ritchiea"
"Capparaceae","Steriphoma"
"Capparaceae","Thilachium"
"Cleomaceae","Andinocleome"
"Cleomaceae","Arivela"
"Cleomaceae","Carsonia"
"Cleomaceae","Cleome"
"Cleomaceae","Cleomella"
"Cleomaceae","Cleoserrata"
"Cleomaceae","Corynandra"
"Cleomaceae","Dactylaena"
"Cleomaceae","Gynandropsis"
"Cleomaceae","Haptocarpum"
"Cleomaceae","Hemiscola"
"Cleomaceae","Melidiscus"
"Cleomaceae","Oxystylis"
"Cleomaceae","Peritoma"
"Cleomaceae","Physostemon"
"Cleomaceae","Podandrogyne"
"Cleomaceae","Polanisia"
"Cleomaceae","Tarenaya"
"Cleomaceae","Wislizenia"
"Brassicaceae","×Brassicoraphanus"
"Brassicaceae","Abdra"
"Brassicaceae","Aethionema"
"Brassicaceae","Alliaria"
"Brassicaceae","Alyssoides"
"Brassicaceae","Alyssopsis"
"Brassicaceae","Alyssum"
"Brassicaceae","Ammosperma"
"Brassicaceae","Anastatica"
"Brassicaceae","Anchonium"
"Brassicaceae","Andrzeiowskia"
"Brassicaceae","Anelsonia"
"Brassicaceae","Aphragmus"
"Brassicaceae","Aplanodes"
"Brassicaceae","Arabidella"
"Brassicaceae","Arabidopsis"
"Brassicaceae","Arabis"
"Brassicaceae","Arcyosperma"
"Brassicaceae","Armoracia"
"Brassicaceae","Aschersoniodoxa"
"Brassicaceae","Asperuginoides"
"Brassicaceae","Asta"
"Brassicaceae","Atacama"
"Brassicaceae","Atelanthera"
"Brassicaceae","Athysanus"
"Brassicaceae","Aubrieta"
"Brassicaceae","Aurinia"
"Brassicaceae","Baimashania"
"Brassicaceae","Ballantinia"
"Brassicaceae","Barbarea"
"Brassicaceae","Berteroa"
"Brassicaceae","Biscutella"
"Brassicaceae","Bivonaea"
"Brassicaceae","Blennodia"
"Brassicaceae","Boechera"
"Brassicaceae","Bornmuellera"
"Brassicaceae","Borodinia"
"Brassicaceae","Borodiniopsis"
"Brassicaceae","Botschantzevia"
"Brassicaceae","Brassica"
"Brassicaceae","Braya"
"Brassicaceae","Brayopsis"
"Brassicaceae","Bunias"
"Brassicaceae","Cakile"
"Brassicaceae","Calepina"
"Brassicaceae","Calymmatium"
"Brassicaceae","Camelina"
"Brassicaceae","Camelinopsis"
"Brassicaceae","Capsella"
"Brassicaceae","Cardamine"
"Brassicaceae","Carinavalva"
"Brassicaceae","Carrichtera"
"Brassicaceae","Catenulina"
"Brassicaceae","Catolobus"
"Brassicaceae","Caulanthus"
"Brassicaceae","Ceratocnemum"
"Brassicaceae","Chalcanthus"
"Brassicaceae","Chamira"
"Brassicaceae","Chartoloma"
"Brassicaceae","Chaunanthus"
"Brassicaceae","Chilocardamum"
"Brassicaceae","Chlorocrambe"
"Brassicaceae","Chorispora"
"Brassicaceae","Christolea"
"Brassicaceae","Chrysochamela"
"Brassicaceae","Cibotarium"
"Brassicaceae","Cithareloma"
"Brassicaceae","Clastopus"
"Brassicaceae","Clausia"
"Brassicaceae","Clypeola"
"Brassicaceae","Cochlearia"
"Brassicaceae","Coelophragmus"
"Brassicaceae","Coincya"
"Brassicaceae","Conringia"
"Brassicaceae","Cordylocarpus"
"Brassicaceae","Crambe"
"Brassicaceae","Crambella"
"Brassicaceae","Cremolobus"
"Brassicaceae","Crucihimalaya"
"Brassicaceae","Cryptospora"
"Brassicaceae","Cuphonotus"
"Brassicaceae","Cusickiella"
"Brassicaceae","Cymatocarpus"
"Brassicaceae","Cyphocardamum"
"Brassicaceae","Dactylocardamum"
"Brassicaceae","Degenia"
"Brassicaceae","Delpinophytum"
"Brassicaceae","Dendroarabis"
"Brassicaceae","Descurainia"
"Brassicaceae","Diceratella"
"Brassicaceae","Dictyophragmus"
"Brassicaceae","Didymophysa"
"Brassicaceae","Dielsiocharis"
"Brassicaceae","Dilophia"
"Brassicaceae","Dimorphocarpa"
"Brassicaceae","Diplotaxis"
"Brassicaceae","Dipoma"
"Brassicaceae","Diptychocarpus"
"Brassicaceae","Dithyrea"
"Brassicaceae","Dontostemon"
"Brassicaceae","Douepea"
"Brassicaceae","Draba"
"Brassicaceae","Drabastrum"
"Brassicaceae","Drabella"
"Brassicaceae","Dryopetalon"
"Brassicaceae","Eigia"
"Brassicaceae","Elburzia"
"Brassicaceae","Enarthrocarpus"
"Brassicaceae","Englerocharis"
"Brassicaceae","Eremobium"
"Brassicaceae","Eremoblastus"
"Brassicaceae","Eremophyton"
"Brassicaceae","Eruca"
"Brassicaceae","Erucastrum"
"Brassicaceae","Erysimum"
"Brassicaceae","Euclidium"
"Brassicaceae","Eudema"
"Brassicaceae","Eutrema"
"Brassicaceae","Exhalimolobos"
"Brassicaceae","Farsetia"
"Brassicaceae","Fezia"
"Brassicaceae","Fibigia"
"Brassicaceae","Foleyola"
"Brassicaceae","Fortuynia"
"Brassicaceae","Fourraea"
"Brassicaceae","Galitzkya"
"Brassicaceae","Geococcus"
"Brassicaceae","Glastaria"
"Brassicaceae","Goldbachia"
"Brassicaceae","Graellsia"
"Brassicaceae","Guillenia"
"Brassicaceae","Guiraoa"
"Brassicaceae","Halimolobos"
"Brassicaceae","Harmsiodoxa"
"Brassicaceae","Heldreichia"
"Brassicaceae","Heliophila"
"Brassicaceae","Hemicrambe"
"Brassicaceae","Hemilophia"
"Brassicaceae","Henophyton"
"Brassicaceae","Hesperidanthus"
"Brassicaceae","Hesperis"
"Brassicaceae","Hirschfeldia"
"Brassicaceae","Hollermayera"
"Brassicaceae","Hornungia"
